charging_time,time,day,month,is_festival,is_weekend,city,label
30,08:30,Saturday,September,0,1,Matara,tea/coffee shop
45,03:30,Sunday,March,0,1,Galle,tea/coffee shop
45,03:45,Friday,August,0,0,Kandy,"shopping, tea/coffee shop"
75,11:45,Monday,June,0,0,Colombo,"lunch, shopping"
15,09:15,Thursday,September,0,0,Colombo,none
60,16:45,Friday,December,1,0,Galle,shopping
60,12:15,Sunday,August,0,1,Kandy,"lunch, shopping, visit beautiful place"
60,10:15,Friday,November,0,0,Anuradhapura,shopping
30,07:00,Friday,February,0,0,Galle,tea/coffee shop
90,18:45,Saturday,October,0,1,Katunayake,none
30,13:45,Sunday,June,0,1,Katunayake,shopping
15,11:15,Friday,December,1,0,Galle,none
45,14:30,Thursday,February,0,0,Matara,none
15,20:15,Monday,October,0,0,Matara,shopping
60,19:15,Thursday,December,1,0,Colombo,"dinner, shopping"
90,15:00,Sunday,April,1,1,Galle,"lunch, shopping, visit beautiful place"
45,08:30,Monday,June,0,0,Katunayake,breakfast
15,12:45,Thursday,July,0,0,Negombo,none
75,18:00,Tuesday,June,0,0,Matara,"dinner, shopping"
30,13:15,Saturday,August,0,1,Colombo,none
60,17:15,Tuesday,April,1,0,Matara,shopping
60,21:00,Wednesday,December,1,0,Kandy,"dinner, shopping"
60,19:15,Thursday,November,0,0,Negombo,"dinner, shopping"
90,10:30,Monday,October,0,0,Katunayake,"breakfast, shopping"
60,03:30,Saturday,April,1,1,Negombo,"visit beautiful place, shopping"
60,11:00,Thursday,September,0,0,Anuradhapura,shopping
30,12:30,Monday,January,0,0,Matara,none
90,22:00,Tuesday,April,1,0,Katunayake,"dinner, visit beautiful place, shopping"
15,11:30,Tuesday,October,0,0,Katunayake,none
75,02:15,Wednesday,May,0,0,Negombo,"visit beautiful place, shopping"
60,13:30,Wednesday,April,1,0,Katunayake,"lunch, shopping"
75,18:15,Sunday,January,0,1,Kandy,"dinner, visit beautiful place, shopping"
75,07:00,Monday,October,0,0,Anuradhapura,"breakfast, shopping"
45,15:00,Monday,January,0,0,Katunayake,none
30,10:45,Tuesday,December,1,0,Katunayake,shopping
90,12:15,Monday,October,0,0,Galle,"lunch, shopping"
30,13:30,Friday,September,0,0,Kurunegala,none
30,16:30,Sunday,November,0,1,Kurunegala,"shopping, tea/coffee shop"
30,22:15,Sunday,January,0,1,Kandy,tea/coffee shop
60,16:45,Wednesday,February,0,0,Katunayake,shopping
45,07:15,Friday,April,1,0,Matara,"breakfast, shopping"
30,04:00,Wednesday,September,0,0,Kurunegala,none
45,04:30,Sunday,April,1,1,Anuradhapura,"shopping, tea/coffee shop"
15,20:30,Tuesday,June,0,0,Negombo,shopping
75,05:00,Saturday,July,0,1,Colombo,"visit beautiful place, shopping"
15,22:15,Monday,February,0,0,Galle,none
45,15:45,Wednesday,July,0,0,Galle,"shopping, tea/coffee shop"
30,09:45,Tuesday,February,0,0,Kurunegala,tea/coffee shop
15,10:45,Tuesday,April,1,0,Negombo,shopping
75,10:15,Friday,August,0,0,Negombo,"visit beautiful place, breakfast, shopping"
60,21:15,Thursday,August,0,0,Kandy,"dinner, shopping"
15,07:30,Friday,October,0,0,Negombo,none
75,17:30,Wednesday,October,0,0,Katunayake,none
30,23:15,Tuesday,February,0,0,Kurunegala,tea/coffee shop
30,14:30,Saturday,October,0,1,Negombo,none
75,21:30,Tuesday,October,0,0,Katunayake,"dinner, shopping"
75,22:15,Tuesday,November,0,0,Galle,"dinner, shopping"
75,14:45,Sunday,February,0,1,Galle,"lunch, shopping, visit beautiful place"
15,03:00,Wednesday,November,0,0,Colombo,none
15,02:45,Wednesday,March,0,0,Negombo,none
75,01:15,Wednesday,September,0,0,Kandy,"visit beautiful place, shopping"
15,10:15,Sunday,March,0,1,Negombo,none
90,01:45,Tuesday,December,1,0,Negombo,"visit beautiful place, shopping"
45,07:30,Saturday,October,0,1,Negombo,"breakfast, shopping"
60,16:30,Wednesday,February,0,0,Anuradhapura,shopping
90,12:45,Sunday,March,0,1,Galle,"lunch, shopping, visit beautiful place"
45,12:15,Thursday,February,0,0,Colombo,lunch
75,02:45,Monday,February,0,0,Colombo,"visit beautiful place, shopping"
30,02:15,Sunday,October,0,1,Matara,shopping
45,04:00,Wednesday,November,0,0,Galle,tea/coffee shop
45,02:15,Tuesday,July,0,0,Kurunegala,tea/coffee shop
75,21:00,Wednesday,November,0,0,Matara,"dinner, shopping"
30,11:00,Friday,February,0,0,Anuradhapura,none
30,04:15,Saturday,July,0,1,Colombo,shopping
45,22:45,Wednesday,July,0,0,Anuradhapura,tea/coffee shop
60,05:15,Saturday,July,0,1,Kandy,"visit beautiful place, shopping"
45,03:15,Tuesday,January,0,0,Katunayake,"shopping, tea/coffee shop"
75,11:30,Tuesday,May,0,0,Anuradhapura,"lunch, shopping, visit beautiful place"
30,06:15,Sunday,September,0,1,Katunayake,tea/coffee shop
75,10:15,Wednesday,June,0,0,Negombo,"breakfast, shopping"
90,12:00,Sunday,May,0,1,Galle,"lunch, shopping, visit beautiful place"
45,08:45,Thursday,March,0,0,Galle,"breakfast, shopping"
90,20:15,Thursday,July,0,0,Kandy,"dinner, shopping"
90,11:45,Friday,June,0,0,Matara,"lunch, shopping"
90,16:45,Tuesday,March,0,0,Negombo,shopping
75,10:30,Wednesday,March,0,0,Matara,"breakfast, shopping"
15,15:45,Wednesday,September,0,0,Matara,none
90,00:00,Thursday,April,1,0,Anuradhapura,shopping
45,07:15,Monday,January,0,0,Kurunegala,"breakfast, shopping"
90,16:00,Saturday,August,0,1,Negombo,"visit beautiful place, shopping"
30,22:00,Monday,December,1,0,Anuradhapura,"shopping, tea/coffee shop"
15,23:30,Wednesday,October,0,0,Katunayake,none
75,19:30,Tuesday,June,0,0,Galle,"dinner, shopping"
30,17:00,Monday,February,0,0,Kurunegala,tea/coffee shop
45,09:15,Friday,April,1,0,Matara,"breakfast, shopping"
45,16:15,Sunday,April,1,1,Matara,"shopping, tea/coffee shop"
75,14:45,Thursday,November,0,0,Galle,"lunch, shopping"
45,16:30,Saturday,July,0,1,Galle,tea/coffee shop
60,04:45,Friday,July,0,0,Anuradhapura,shopping
15,14:15,Wednesday,December,1,0,Katunayake,shopping
60,19:45,Friday,October,0,0,Matara,"dinner, shopping"
15,12:15,Sunday,November,0,1,Galle,none
60,15:15,Wednesday,June,0,0,Colombo,shopping
60,13:15,Saturday,December,1,1,Galle,"lunch, shopping, visit beautiful place"
75,12:30,Saturday,August,0,1,Galle,"lunch, shopping, visit beautiful place"
30,04:45,Saturday,November,0,1,Katunayake,none
15,18:30,Saturday,May,0,1,Colombo,none
30,02:30,Tuesday,March,0,0,Kandy,none
75,08:45,Tuesday,March,0,0,Kandy,"visit beautiful place, breakfast, shopping"
30,14:30,Monday,December,1,0,Galle,shopping
75,07:30,Thursday,November,0,0,Negombo,"breakfast, shopping"
90,17:45,Sunday,December,1,1,Matara,"visit beautiful place, shopping"
45,13:45,Friday,January,0,0,Negombo,lunch
60,05:30,Thursday,September,0,0,Kandy,shopping
60,15:15,Sunday,October,0,1,Colombo,"visit beautiful place, shopping"
30,12:15,Saturday,May,0,1,Anuradhapura,none
45,17:15,Tuesday,September,0,0,Katunayake,tea/coffee shop
30,07:45,Saturday,April,1,1,Kurunegala,"shopping, tea/coffee shop"
90,06:15,Thursday,October,0,0,Katunayake,shopping
45,16:45,Saturday,January,0,1,Katunayake,"shopping, tea/coffee shop"
15,03:30,Sunday,February,0,1,Negombo,shopping
90,04:30,Tuesday,April,1,0,Anuradhapura,"visit beautiful place, shopping"
30,22:30,Wednesday,June,0,0,Negombo,tea/coffee shop
90,02:00,Monday,April,1,0,Negombo,"visit beautiful place, shopping"
30,23:30,Tuesday,August,0,0,Kurunegala,tea/coffee shop
45,23:00,Monday,July,0,0,Matara,"shopping, tea/coffee shop"
60,16:00,Sunday,September,0,1,Negombo,"visit beautiful place, shopping"
15,17:00,Friday,December,1,0,Katunayake,shopping
15,12:30,Thursday,August,0,0,Anuradhapura,none
30,23:30,Monday,June,0,0,Anuradhapura,tea/coffee shop
45,11:45,Sunday,May,0,1,Kurunegala,tea/coffee shop
60,22:30,Wednesday,May,0,0,Katunayake,shopping
75,20:45,Monday,June,0,0,Colombo,"dinner, visit beautiful place, shopping"
75,09:45,Saturday,March,0,1,Galle,"visit beautiful place, breakfast, shopping"
30,04:45,Wednesday,October,0,0,Anuradhapura,none
60,03:00,Friday,August,0,0,Matara,none
45,22:30,Friday,January,0,0,Kandy,"shopping, tea/coffee shop"
90,11:30,Thursday,December,1,0,Negombo,"lunch, shopping, visit beautiful place"
30,06:15,Thursday,May,0,0,Colombo,tea/coffee shop
90,13:00,Saturday,May,0,1,Anuradhapura,"lunch, shopping, visit beautiful place"
45,09:15,Monday,February,0,0,Kandy,breakfast
60,23:30,Tuesday,June,0,0,Negombo,shopping
60,00:30,Wednesday,December,1,0,Kurunegala,shopping
30,21:15,Saturday,November,0,1,Negombo,tea/coffee shop
90,10:45,Wednesday,March,0,0,Kurunegala,"breakfast, shopping"
45,12:45,Wednesday,January,0,0,Kandy,"lunch, shopping"
60,04:15,Tuesday,December,1,0,Matara,shopping
60,03:00,Monday,November,0,0,Negombo,shopping
60,00:30,Wednesday,September,0,0,Kandy,shopping
30,15:45,Thursday,March,0,0,Negombo,tea/coffee shop
60,13:00,Thursday,April,1,0,Kurunegala,"lunch, shopping"
45,17:00,Wednesday,February,0,0,Matara,"shopping, tea/coffee shop"
90,20:00,Monday,November,0,0,Galle,"dinner, shopping"
90,08:30,Saturday,June,0,1,Kandy,"visit beautiful place, breakfast, shopping"
75,13:45,Wednesday,April,1,0,Galle,"lunch, shopping, visit beautiful place"
45,01:45,Saturday,September,0,1,Negombo,tea/coffee shop
60,16:15,Wednesday,July,0,0,Matara,shopping
15,16:00,Tuesday,August,0,0,Katunayake,none
90,10:00,Sunday,September,0,1,Galle,"visit beautiful place, breakfast, shopping"
60,18:15,Sunday,February,0,1,Galle,"visit beautiful place, shopping"
45,23:45,Monday,September,0,0,Colombo,tea/coffee shop
75,16:15,Friday,August,0,0,Galle,"visit beautiful place, shopping"
90,16:00,Monday,January,0,0,Anuradhapura,shopping
15,03:30,Sunday,March,0,1,Kurunegala,none
15,02:45,Thursday,November,0,0,Galle,none
45,08:00,Wednesday,November,0,0,Anuradhapura,breakfast
75,13:15,Sunday,June,0,1,Kurunegala,"lunch, shopping, visit beautiful place"
90,14:00,Wednesday,January,0,0,Kurunegala,"lunch, shopping"
45,13:15,Tuesday,August,0,0,Anuradhapura,"lunch, shopping"
90,00:15,Thursday,April,1,0,Katunayake,"visit beautiful place, shopping"
75,03:15,Tuesday,May,0,0,Negombo,none
30,20:00,Sunday,December,1,1,Kurunegala,shopping
45,14:15,Sunday,May,0,1,Matara,"lunch, shopping"
15,05:45,Monday,July,0,0,Matara,none
60,23:15,Wednesday,March,0,0,Matara,shopping
75,01:00,Wednesday,August,0,0,Colombo,"visit beautiful place, shopping"
60,15:15,Saturday,October,0,1,Anuradhapura,"visit beautiful place, shopping"
30,03:30,Friday,August,0,0,Kandy,none
45,15:15,Sunday,July,0,1,Kandy,none
15,22:00,Wednesday,October,0,0,Katunayake,none
75,06:00,Thursday,July,0,0,Kurunegala,"visit beautiful place, shopping"
90,14:15,Monday,March,0,0,Colombo,"lunch, shopping, visit beautiful place"
90,03:15,Sunday,January,0,1,Negombo,"visit beautiful place, shopping"
30,19:30,Tuesday,February,0,0,Matara,none
30,16:00,Thursday,June,0,0,Kurunegala,none
60,19:15,Saturday,August,0,1,Negombo,"dinner, visit beautiful place, shopping"
90,09:30,Monday,October,0,0,Kandy,"visit beautiful place, breakfast, shopping"
75,14:00,Tuesday,May,0,0,Colombo,"lunch, shopping, visit beautiful place"
75,21:00,Monday,July,0,0,Anuradhapura,"dinner, visit beautiful place, shopping"
30,07:30,Sunday,April,1,1,Kurunegala,"shopping, tea/coffee shop"
90,21:15,Sunday,February,0,1,Katunayake,"dinner, visit beautiful place, shopping"
60,15:45,Wednesday,October,0,0,Kandy,shopping
15,17:15,Saturday,October,0,1,Colombo,none
75,23:45,Wednesday,September,0,0,Galle,shopping
15,20:30,Thursday,November,0,0,Colombo,none
60,22:45,Tuesday,January,0,0,Colombo,shopping
15,11:15,Sunday,March,0,1,Katunayake,shopping
75,15:45,Saturday,November,0,1,Katunayake,"lunch, shopping, visit beautiful place"
75,09:15,Tuesday,October,0,0,Negombo,"breakfast, shopping"
60,07:00,Wednesday,March,0,0,Matara,"breakfast, shopping"
60,00:30,Thursday,June,0,0,Katunayake,shopping
15,08:45,Tuesday,November,0,0,Matara,none
30,22:30,Saturday,May,0,1,Anuradhapura,tea/coffee shop
15,09:00,Thursday,January,0,0,Kandy,none
60,10:15,Monday,January,0,0,Negombo,shopping
90,18:45,Sunday,July,0,1,Katunayake,"dinner, visit beautiful place, shopping"
30,00:30,Thursday,January,0,0,Matara,none
60,18:00,Thursday,January,0,0,Kurunegala,shopping
15,17:30,Sunday,June,0,1,Galle,none
60,00:45,Thursday,March,0,0,Galle,shopping
60,09:30,Monday,November,0,0,Matara,"breakfast, shopping"
15,06:00,Friday,April,1,0,Colombo,shopping
90,21:30,Friday,July,0,0,Colombo,"dinner, visit beautiful place, shopping"
75,11:00,Thursday,May,0,0,Negombo,"lunch, shopping"
30,19:30,Monday,September,0,0,Negombo,none
60,05:45,Friday,December,1,0,Kurunegala,shopping
75,15:00,Thursday,November,0,0,Anuradhapura,"lunch, shopping, visit beautiful place"
60,23:00,Saturday,December,1,1,Galle,"visit beautiful place, shopping"
75,12:00,Tuesday,December,1,0,Kurunegala,"lunch, shopping"
45,17:45,Thursday,March,0,0,Kandy,"shopping, tea/coffee shop"
45,04:30,Wednesday,February,0,0,Kurunegala,tea/coffee shop
30,00:30,Tuesday,June,0,0,Matara,none
15,22:30,Saturday,June,0,1,Matara,none
60,13:00,Wednesday,April,1,0,Kandy,"lunch, shopping"
45,04:30,Friday,January,0,0,Anuradhapura,tea/coffee shop
60,01:30,Sunday,November,0,1,Negombo,"visit beautiful place, shopping"
75,18:45,Sunday,April,1,1,Kurunegala,"dinner, visit beautiful place, shopping"
45,13:00,Monday,November,0,0,Matara,"lunch, shopping"
90,07:45,Sunday,February,0,1,Matara,"visit beautiful place, breakfast, shopping"
90,10:30,Tuesday,March,0,0,Negombo,"visit beautiful place, breakfast, shopping"
90,21:00,Tuesday,June,0,0,Kandy,"dinner, shopping"
45,23:30,Sunday,October,0,1,Katunayake,"shopping, tea/coffee shop"
60,00:15,Wednesday,February,0,0,Negombo,shopping
15,00:30,Thursday,January,0,0,Kurunegala,none
90,12:30,Saturday,December,1,1,Kurunegala,"lunch, shopping, visit beautiful place"
15,12:45,Monday,October,0,0,Colombo,none
75,12:15,Thursday,October,0,0,Negombo,"lunch, shopping, visit beautiful place"
60,09:15,Wednesday,September,0,0,Katunayake,"breakfast, shopping"
30,15:45,Tuesday,October,0,0,Kurunegala,tea/coffee shop
75,02:15,Sunday,September,0,1,Katunayake,"visit beautiful place, shopping"
30,16:15,Monday,August,0,0,Anuradhapura,tea/coffee shop
45,17:30,Friday,November,0,0,Anuradhapura,"shopping, tea/coffee shop"
45,03:30,Friday,October,0,0,Galle,tea/coffee shop
30,15:30,Thursday,October,0,0,Negombo,tea/coffee shop
15,17:30,Thursday,October,0,0,Negombo,none
30,16:30,Wednesday,February,0,0,Katunayake,tea/coffee shop
60,22:45,Thursday,February,0,0,Kandy,shopping
15,19:30,Thursday,August,0,0,Matara,none
90,20:00,Sunday,September,0,1,Galle,"dinner, visit beautiful place, shopping"
90,00:15,Thursday,August,0,0,Katunayake,none
45,06:45,Thursday,August,0,0,Galle,tea/coffee shop
30,02:30,Wednesday,June,0,0,Anuradhapura,none
75,17:30,Friday,May,0,0,Kurunegala,shopping
15,00:15,Thursday,October,0,0,Negombo,shopping
45,17:30,Monday,June,0,0,Colombo,tea/coffee shop
75,13:45,Saturday,November,0,1,Katunayake,"lunch, shopping, visit beautiful place"
30,07:15,Sunday,December,1,1,Colombo,"shopping, tea/coffee shop"
45,21:00,Tuesday,February,0,0,Kurunegala,dinner
45,07:00,Tuesday,April,1,0,Colombo,"breakfast, shopping"
90,15:45,Saturday,October,0,1,Negombo,"lunch, shopping, visit beautiful place"
45,12:00,Thursday,June,0,0,Anuradhapura,"lunch, shopping"
60,04:30,Monday,June,0,0,Negombo,shopping
45,09:45,Saturday,June,0,1,Anuradhapura,breakfast
30,23:15,Tuesday,January,0,0,Negombo,tea/coffee shop
30,14:30,Wednesday,March,0,0,Kurunegala,none
30,12:00,Tuesday,August,0,0,Matara,none
90,15:00,Saturday,July,0,1,Galle,"lunch, shopping, visit beautiful place"
15,23:30,Thursday,October,0,0,Katunayake,none
45,22:00,Thursday,November,0,0,Colombo,"shopping, tea/coffee shop"
45,12:00,Thursday,May,0,0,Katunayake,lunch
15,16:30,Friday,April,1,0,Matara,shopping
45,21:15,Tuesday,May,0,0,Kandy,"dinner, shopping"
60,14:00,Monday,October,0,0,Kurunegala,"lunch, shopping"
15,17:30,Saturday,November,0,1,Matara,none
30,03:00,Wednesday,June,0,0,Colombo,none
90,19:15,Saturday,July,0,1,Colombo,"dinner, visit beautiful place, shopping"
75,09:15,Wednesday,December,1,0,Negombo,"visit beautiful place, breakfast, shopping"
30,23:00,Monday,October,0,0,Kandy,tea/coffee shop
45,02:45,Friday,March,0,0,Kurunegala,"shopping, tea/coffee shop"
75,12:15,Wednesday,September,0,0,Negombo,none
90,06:15,Friday,May,0,0,Colombo,"visit beautiful place, shopping"
90,02:00,Wednesday,March,0,0,Negombo,"visit beautiful place, shopping"
60,15:45,Sunday,November,0,1,Galle,"visit beautiful place, shopping"
45,03:00,Thursday,October,0,0,Anuradhapura,"shopping, tea/coffee shop"
45,22:45,Sunday,July,0,1,Anuradhapura,none
60,00:45,Saturday,March,0,1,Katunayake,"visit beautiful place, shopping"
75,12:15,Sunday,May,0,1,Galle,"lunch, shopping, visit beautiful place"
90,12:15,Monday,December,1,0,Galle,"lunch, shopping"
90,14:30,Friday,August,0,0,Galle,"lunch, shopping"
90,21:15,Tuesday,October,0,0,Galle,"dinner, visit beautiful place, shopping"
30,03:15,Friday,January,0,0,Galle,none
45,16:45,Friday,July,0,0,Kurunegala,"shopping, tea/coffee shop"
90,16:45,Monday,December,1,0,Galle,shopping
75,06:30,Sunday,June,0,1,Negombo,none
90,20:15,Sunday,February,0,1,Kandy,"dinner, visit beautiful place, shopping"
75,10:00,Sunday,January,0,1,Katunayake,"visit beautiful place, breakfast, shopping"
60,21:00,Saturday,November,0,1,Matara,"dinner, visit beautiful place, shopping"
15,15:45,Friday,May,0,0,Galle,none
75,17:00,Friday,March,0,0,Kurunegala,shopping
15,02:45,Saturday,March,0,1,Anuradhapura,none
15,17:00,Saturday,August,0,1,Negombo,none
30,05:45,Saturday,November,0,1,Colombo,shopping
15,04:30,Monday,October,0,0,Katunayake,none
30,09:15,Saturday,April,1,1,Anuradhapura,"shopping, tea/coffee shop"
45,22:45,Sunday,October,0,1,Katunayake,tea/coffee shop
60,12:45,Sunday,December,1,1,Negombo,"lunch, shopping, visit beautiful place"
45,01:45,Thursday,March,0,0,Negombo,"shopping, tea/coffee shop"
60,17:45,Friday,June,0,0,Kurunegala,shopping
45,03:45,Wednesday,January,0,0,Galle,tea/coffee shop
30,02:30,Monday,August,0,0,Galle,none
90,22:15,Monday,November,0,0,Colombo,"dinner, visit beautiful place, shopping"
45,01:45,Thursday,August,0,0,Negombo,tea/coffee shop
60,22:00,Tuesday,December,1,0,Anuradhapura,shopping
90,06:15,Friday,May,0,0,Anuradhapura,shopping
90,16:45,Sunday,January,0,1,Katunayake,"visit beautiful place, shopping"
45,12:00,Friday,May,0,0,Galle,lunch
90,17:15,Tuesday,October,0,0,Colombo,"visit beautiful place, shopping"
90,10:30,Thursday,September,0,0,Colombo,"visit beautiful place, breakfast, shopping"
30,00:15,Wednesday,December,1,0,Katunayake,shopping
45,15:30,Sunday,March,0,1,Kurunegala,tea/coffee shop
45,16:30,Friday,June,0,0,Negombo,"shopping, tea/coffee shop"
30,14:00,Monday,October,0,0,Colombo,none
90,14:15,Saturday,May,0,1,Kandy,"lunch, shopping, visit beautiful place"
15,20:45,Saturday,April,1,1,Kurunegala,shopping
30,09:15,Wednesday,August,0,0,Anuradhapura,tea/coffee shop
60,12:30,Friday,March,0,0,Kandy,"lunch, shopping"
60,07:15,Wednesday,May,0,0,Katunayake,"breakfast, shopping"
90,17:15,Tuesday,September,0,0,Matara,"visit beautiful place, shopping"
15,14:00,Wednesday,January,0,0,Galle,none
45,20:00,Monday,November,0,0,Galle,"dinner, shopping"
90,16:00,Wednesday,September,0,0,Kandy,"visit beautiful place, shopping"
30,00:30,Saturday,January,0,1,Colombo,none
30,17:30,Thursday,September,0,0,Kurunegala,tea/coffee shop
45,18:15,Wednesday,April,1,0,Kurunegala,"shopping, tea/coffee shop"
15,19:15,Wednesday,January,0,0,Kandy,none
45,13:00,Monday,April,1,0,Galle,"lunch, shopping"
60,13:00,Wednesday,February,0,0,Anuradhapura,"lunch, shopping"
90,07:45,Tuesday,May,0,0,Kandy,"breakfast, shopping"
90,08:15,Monday,December,1,0,Kandy,"visit beautiful place, breakfast, shopping"
90,07:00,Saturday,March,0,1,Katunayake,"visit beautiful place, breakfast, shopping"
90,14:00,Monday,August,0,0,Negombo,"lunch, shopping, visit beautiful place"
75,07:00,Saturday,April,1,1,Negombo,"visit beautiful place, breakfast, shopping"
90,03:15,Friday,May,0,0,Kurunegala,shopping
90,08:15,Wednesday,April,1,0,Kurunegala,"visit beautiful place, breakfast, shopping"
30,12:00,Saturday,April,1,1,Kandy,shopping
45,19:00,Sunday,April,1,1,Galle,"dinner, shopping"
60,08:00,Monday,July,0,0,Kandy,"breakfast, shopping"
15,08:30,Sunday,March,0,1,Negombo,none
30,14:30,Thursday,November,0,0,Galle,none
45,06:30,Thursday,August,0,0,Kurunegala,"shopping, tea/coffee shop"
15,22:15,Friday,September,0,0,Matara,none
60,22:45,Saturday,March,0,1,Colombo,"visit beautiful place, shopping"
75,16:00,Friday,March,0,0,Matara,shopping
75,13:30,Friday,September,0,0,Galle,"lunch, shopping"
45,13:45,Tuesday,August,0,0,Matara,"lunch, shopping"
90,08:45,Friday,November,0,0,Galle,"visit beautiful place, breakfast, shopping"
45,23:45,Monday,April,1,0,Katunayake,"shopping, tea/coffee shop"
60,08:45,Saturday,April,1,1,Kandy,"visit beautiful place, breakfast, shopping"
75,18:30,Saturday,August,0,1,Galle,"dinner, visit beautiful place, shopping"
30,01:15,Wednesday,January,0,0,Anuradhapura,none
60,20:45,Tuesday,October,0,0,Kurunegala,"dinner, shopping"
45,19:15,Sunday,September,0,1,Kandy,dinner
60,23:45,Monday,January,0,0,Galle,shopping
90,10:30,Tuesday,July,0,0,Colombo,"visit beautiful place, breakfast, shopping"
15,04:45,Thursday,July,0,0,Colombo,none
60,09:15,Monday,July,0,0,Negombo,"breakfast, shopping"
75,07:30,Wednesday,August,0,0,Kurunegala,"visit beautiful place, breakfast, shopping"
15,04:00,Friday,July,0,0,Colombo,none
75,04:15,Saturday,October,0,1,Kurunegala,"visit beautiful place, shopping"
60,04:30,Tuesday,June,0,0,Galle,shopping
15,08:30,Friday,November,0,0,Matara,shopping
15,15:45,Saturday,July,0,1,Katunayake,shopping
45,13:45,Tuesday,May,0,0,Matara,"lunch, shopping"
15,19:30,Saturday,September,0,1,Katunayake,none
75,22:30,Saturday,November,0,1,Katunayake,"dinner, visit beautiful place, shopping"
15,06:00,Monday,June,0,0,Matara,none
45,10:00,Sunday,August,0,1,Negombo,"shopping, tea/coffee shop"
45,16:30,Monday,February,0,0,Kandy,"shopping, tea/coffee shop"
75,13:15,Tuesday,November,0,0,Kurunegala,"lunch, shopping"
45,14:30,Tuesday,January,0,0,Galle,lunch
45,01:45,Saturday,January,0,1,Anuradhapura,tea/coffee shop
60,04:30,Tuesday,November,0,0,Galle,shopping
30,17:30,Tuesday,January,0,0,Anuradhapura,tea/coffee shop
75,03:15,Saturday,January,0,1,Kandy,"visit beautiful place, shopping"
45,08:45,Sunday,March,0,1,Katunayake,"breakfast, shopping"
60,22:15,Thursday,July,0,0,Kurunegala,shopping
45,00:15,Saturday,February,0,1,Katunayake,tea/coffee shop
30,18:45,Sunday,December,1,1,Kandy,"shopping, tea/coffee shop"
15,01:15,Tuesday,June,0,0,Matara,none
60,11:00,Wednesday,October,0,0,Kurunegala,shopping
15,06:30,Monday,March,0,0,Katunayake,none
15,19:00,Wednesday,November,0,0,Galle,none
75,12:30,Sunday,December,1,1,Anuradhapura,"lunch, shopping, visit beautiful place"
45,00:30,Thursday,July,0,0,Matara,none
60,08:15,Friday,November,0,0,Galle,"breakfast, shopping"
30,00:30,Wednesday,October,0,0,Anuradhapura,none
30,06:45,Saturday,October,0,1,Kandy,"shopping, tea/coffee shop"
30,15:45,Tuesday,October,0,0,Katunayake,tea/coffee shop
45,06:15,Friday,May,0,0,Negombo,tea/coffee shop
45,08:15,Saturday,April,1,1,Negombo,"breakfast, shopping"
15,21:30,Monday,February,0,0,Anuradhapura,none
30,12:00,Friday,August,0,0,Katunayake,none
90,13:45,Friday,January,0,0,Kandy,"lunch, shopping, visit beautiful place"
60,04:45,Sunday,February,0,1,Kurunegala,"visit beautiful place, shopping"
15,18:45,Friday,April,1,0,Katunayake,shopping
45,00:00,Thursday,July,0,0,Galle,"shopping, tea/coffee shop"
60,12:15,Wednesday,June,0,0,Kurunegala,"lunch, shopping"
15,01:15,Friday,April,1,0,Galle,shopping
45,07:30,Thursday,November,0,0,Negombo,"breakfast, shopping"
30,15:00,Thursday,July,0,0,Katunayake,tea/coffee shop
90,01:00,Saturday,August,0,1,Kandy,"visit beautiful place, shopping"
15,01:00,Saturday,August,0,1,Kandy,none
60,18:45,Tuesday,January,0,0,Anuradhapura,none
30,14:45,Wednesday,November,0,0,Katunayake,none
15,12:00,Saturday,April,1,1,Kandy,shopping
60,08:15,Sunday,February,0,1,Negombo,"visit beautiful place, breakfast, shopping"
75,05:45,Saturday,September,0,1,Negombo,"visit beautiful place, shopping"
45,04:15,Friday,October,0,0,Kandy,tea/coffee shop
30,07:45,Sunday,April,1,1,Galle,"shopping, tea/coffee shop"
90,17:30,Thursday,May,0,0,Katunayake,shopping
90,07:45,Monday,September,0,0,Katunayake,"visit beautiful place, breakfast, shopping"
75,06:00,Friday,June,0,0,Galle,shopping
60,09:45,Thursday,August,0,0,Kurunegala,"breakfast, shopping"
30,19:30,Saturday,February,0,1,Kurunegala,none
15,14:00,Wednesday,August,0,0,Anuradhapura,none
75,21:30,Thursday,June,0,0,Anuradhapura,"dinner, visit beautiful place, shopping"
45,09:30,Tuesday,May,0,0,Galle,"breakfast, shopping"
75,10:00,Monday,December,1,0,Kandy,"breakfast, shopping"
60,04:15,Monday,March,0,0,Galle,shopping
30,21:30,Friday,August,0,0,Negombo,tea/coffee shop
45,20:00,Thursday,October,0,0,Galle,dinner
45,21:00,Tuesday,March,0,0,Anuradhapura,"dinner, shopping"
15,09:15,Sunday,September,0,1,Kurunegala,shopping
90,09:00,Saturday,March,0,1,Negombo,"visit beautiful place, breakfast, shopping"
30,09:45,Sunday,November,0,1,Colombo,tea/coffee shop
45,21:45,Tuesday,December,1,0,Anuradhapura,"dinner, shopping"
75,07:15,Tuesday,November,0,0,Anuradhapura,"visit beautiful place, breakfast, shopping"
75,00:00,Wednesday,June,0,0,Katunayake,"visit beautiful place, shopping"
15,11:45,Tuesday,April,1,0,Colombo,shopping
90,15:15,Thursday,May,0,0,Matara,"lunch, shopping"
60,10:30,Monday,August,0,0,Kurunegala,shopping
30,21:15,Monday,February,0,0,Kandy,tea/coffee shop
